candidate_id,region_id,voltage_kv,station_id,candidate_type,existing_capacity_mva,old_capacity_mva,new_capacity_mva,delta_capacity_mva,available_10kv_bays,implementable_status,capex_low_wanyuan,capex_high_wanyuan,capex_center_wanyuan,cost_basis,source_row,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256,eac_low_wanyuan_per_year,eac_center_wanyuan_per_year,eac_high_wanyuan_per_year,annualization_class,discount_rate_base,life_years_base,fixed_om_fraction_base,cost_status
EXP-QX-00003-BDZ-00010-01,QX-00003,110,BDZ-00010,new_third_transformer,100,0,50,50,11,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,83,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00003-BDZ-00060-01,QX-00003,110,BDZ-00060,new_third_transformer,70,0,50,50,3,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,67,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00003-BDZ-00153-01,QX-00003,110,BDZ-00153,new_third_transformer,100,0,50,50,13,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,81,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00003-BDZ-00158-01,QX-00003,110,BDZ-00158,new_third_transformer,100,0,50,50,0,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,79,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00003-BDZ-00183-01,QX-00003,110,BDZ-00183,new_third_transformer,100,0,50,50,14,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,85,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00002-01,QX-00004,110,BDZ-00002,new_third_transformer,100,0,50,50,19,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,279,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00008-01,QX-00004,110,BDZ-00008,new_third_transformer,100,0,50,50,5,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,271,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00029-01,QX-00004,110,BDZ-00029,new_third_transformer,100,0,50,50,1,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,241,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00041-01,QX-00004,110,BDZ-00041,new_third_transformer,100,0,50,50,0,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,277,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00047-01,QX-00004,110,BDZ-00047,new_third_transformer,100,0,50,50,0,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,267,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00075-01,QX-00004,110,BDZ-00075,new_third_transformer,130,0,50,50,4,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,269,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00082-01,QX-00004,110,BDZ-00082,new_third_transformer,100,0,50,50,11,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,243,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00130-01,QX-00004,110,BDZ-00130,new_third_transformer,70,0,50,50,12,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,275,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00169-01,QX-00004,110,BDZ-00169,new_third_transformer,100,0,50,50,3,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,273,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00004-BDZ-00182-01,QX-00004,110,BDZ-00182,new_third_transformer,100,0,50,50,9,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,265,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00016-01,QX-00005,110,BDZ-00016,new_third_transformer,150,0,50,50,2,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,115,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00021-01,QX-00005,110,BDZ-00021,new_third_transformer,100,0,50,50,0,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,103,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00026-01,QX-00005,110,BDZ-00026,new_third_transformer,113,0,63,63,4,source_candidate,1474.2,1910.16,,SRC10_type_matched_scaled_range_no_point_estimate,93,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_cost_range_only;cost_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,93.72568864,,226.6954566,transformer_measure,0.06,30,0.025,cost_range_available
EXP-QX-00005-BDZ-00027-01,QX-00005,110,BDZ-00027,new_third_transformer,100,0,50,50,0,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,113,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00031-01,QX-00005,110,BDZ-00031,new_third_transformer,113,0,50,50,2,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,111,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00037-01,QX-00005,110,BDZ-00037,new_third_transformer,100,0,80,80,7,source_candidate,1872,2425.6,,SRC10_type_matched_scaled_range_no_point_estimate,89,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_cost_range_only;cost_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,119.0167475,,287.8672465,transformer_measure,0.06,30,0.025,cost_range_available
EXP-QX-00005-BDZ-00048-01,QX-00005,110,BDZ-00048,new_third_transformer,150,0,100,100,0,source_candidate,2340,3032,,SRC10_type_matched_scaled_range_no_point_estimate,95,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_cost_range_only;cost_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,148.7709343,,359.8340581,transformer_measure,0.06,30,0.025,cost_range_available
EXP-QX-00005-BDZ-00056-01,QX-00005,110,BDZ-00056,new_third_transformer,100,0,50,50,20,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,127,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00095-01,QX-00005,110,BDZ-00095,new_third_transformer,100,0,50,50,14,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,125,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00146-01,QX-00005,110,BDZ-00146,new_third_transformer,80,0,50,50,7,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,123,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00147-01,QX-00005,110,BDZ-00147,new_third_transformer,100,0,50,50,0,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,119,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00162-01,QX-00005,110,BDZ-00162,new_third_transformer,40,0,50,50,16,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,121,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00164-01,QX-00005,110,BDZ-00164,new_third_transformer,63,0,50,50,11,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,117,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00005-BDZ-00172-01,QX-00005,110,BDZ-00172,new_third_transformer,100,0,50,50,7,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,87,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00007-BDZ-00004-01,QX-00007,110,BDZ-00004,new_third_transformer,100,0,50,50,4,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,57,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00007-BDZ-00013-01,QX-00007,110,BDZ-00013,new_third_transformer,113,0,63,63,7,source_candidate,1474.2,1910.16,,SRC10_type_matched_scaled_range_no_point_estimate,16,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_cost_range_only;cost_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,93.72568864,,226.6954566,transformer_measure,0.06,30,0.025,cost_range_available
EXP-QX-00007-BDZ-00053-01,QX-00007,110,BDZ-00053,new_third_transformer,126,0,63,63,2,source_candidate,1474.2,1910.16,,SRC10_type_matched_scaled_range_no_point_estimate,24,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_cost_range_only;cost_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,93.72568864,,226.6954566,transformer_measure,0.06,30,0.025,cost_range_available
EXP-QX-00007-BDZ-00074-01,QX-00007,110,BDZ-00074,new_third_transformer,113,0,50,50,1,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,32,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00007-BDZ-00076-01,QX-00007,110,BDZ-00076,new_third_transformer,100,0,50,50,8,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,55,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
EXP-QX-00007-BDZ-00092-01,QX-00007,110,BDZ-00092,new_third_transformer,100,0,50,50,13,source_candidate,1170,1516,1343,SRC10_exact_50mva_range,59,SRC03:110千伏变电站1+SRC10,电网建模数据_Agent整合版_V1.2,expand station-level discrete count into candidate IDs; third transformer delta equals new rating; annualize source-backed range with explicit contract assumptions,real_2021_2025_cost_library,source_candidate_exact_50_cost;cost_center_and_range_available,f0144a48c89031b732d6bcf436b48f1890dc20e353e56bc90c90c3861e09d208,74.38546717,131.1424881,179.917029,transformer_measure,0.06,30,0.025,cost_center_and_range_available
