region_id,voltage_kv,station_id,forward_limit_mw,reverse_limit_mw,annual_max_net_load_mw,annual_min_net_load_mw,positive_gap_mw,reverse_gap_mw,positive_gap,reverse_gap,cos_phi,reverse_beta,operation_modes,unit_count,diagnostic_status
QX-00001,110,BDZ-00123,107.35,47.5,38.74,-21.78,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00001,110,BDZ-00126,107.35,47.5,62.02,-43.97,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00001,110,BDZ-00132,95.0,47.5,19.51,-0.33,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00001,110,BDZ-00165,95.0,47.5,60.44,-4.12,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00001,110,BDZ-00174,95.0,47.5,70.02,-23.61,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00001,110,BDZ-00177,59.849999999999994,29.924999999999997,7.26,-5.27,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00254,28.5,9.5,4.62,0.2,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00258,38.0,19.0,22.1,-14.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00267,15.2,7.6,5.7,-1.9,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00268,34.199999999999996,15.2,11.82,-17.4,0.0,2.1999999999999993,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00282,15.2,7.6,3.62,-3.17,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00286,22.799999999999997,7.6,7.65,-4.11,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00294,14.25,4.75,10.65,-9.47,0.0,4.720000000000001,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00302,38.0,19.0,21.91,-8.89,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00305,42.75,19.0,27.59,-10.8,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,35,BDZ-00311,38.0,19.0,22.52,2.28,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00007,77.425,29.924999999999997,43.38,-39.38,0.0,9.455000000000005,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00010,95.0,47.5,29.94,-24.32,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00017,95.0,47.5,35.82,-4.24,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00019,119.69999999999999,59.849999999999994,30.6,-14.7,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00025,119.69999999999999,59.849999999999994,96.51,-20.8,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00060,66.5,19.0,12.72,-1.67,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00101,77.425,29.924999999999997,22.86,-28.34,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00153,95.0,47.5,27.87,-17.07,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00158,95.0,47.5,40.64,3.22,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00003,110,BDZ-00183,95.0,47.5,14.63,-5.41,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00250,38.0,19.0,25.36,3.55,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00262,26.599999999999998,7.6,6.46,-7.64,0.0,0.040000000000000036,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00263,15.2,7.6,8.45,-12.57,0.0,4.970000000000001,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00265,38.0,19.0,15.0,-19.6,0.0,0.6000000000000014,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00285,24.7,9.5,15.2,-9.01,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00287,28.5,9.5,24.1,-13.1,0.0,3.5999999999999996,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00289,15.2,7.6,1.73,-3.94,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00309,34.199999999999996,15.2,20.35,-27.57,0.0,12.370000000000001,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,35,BDZ-00312,17.099999999999998,7.6,1.7,-7.4,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00001,95.0,47.5,30.78,-5.46,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00002,95.0,47.5,5.0,-10.83,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00008,95.0,47.5,38.22,0.45,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00029,95.0,47.5,32.59,-5.83,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00041,95.0,47.5,46.3,-11.8,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00047,95.0,47.5,49.82,7.88,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00061,119.69999999999999,59.849999999999994,36.44,-21.08,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00064,95.0,47.5,35.41,-45.38,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00075,123.5,47.5,37.58,-1.54,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00082,95.0,47.5,20.43,-22.28,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00083,119.69999999999999,59.849999999999994,50.29,-4.63,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00093,119.69999999999999,59.849999999999994,45.34,-0.9,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00098,95.0,47.5,33.51,-49.91,0.0,2.4099999999999966,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00130,66.5,19.0,23.9,-16.03,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00140,119.69999999999999,59.849999999999994,79.67,1.74,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00149,85.5,38.0,49.24,-46.05,0.0,8.049999999999997,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00152,95.0,47.5,36.1,-18.19,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00169,95.0,47.5,60.01,0.17,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00181,107.35,47.5,25.82,-22.41,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00004,110,BDZ-00182,95.0,47.5,39.99,-37.58,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,35,BDZ-00246,38.0,19.0,27.01,-25.63,0.0,6.629999999999999,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,35,BDZ-00247,,,,,,,,,,,,,missing_station_static_extrema
QX-00005,35,BDZ-00248,38.0,19.0,12.49,-3.88,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,35,BDZ-00255,28.5,9.5,26.94,-12.08,0.0,2.58,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,35,BDZ-00280,42.75,19.0,23.84,-15.16,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,35,BDZ-00290,28.5,9.5,26.25,-16.73,0.0,7.23,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,35,BDZ-00314,34.199999999999996,15.2,20.44,-27.2,0.0,12.0,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,35,BDZ-00325,34.199999999999996,15.2,20.2,-5.91,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00005,95.0,47.5,37.24,-19.36,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00016,142.5,47.5,70.26,-33.5,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00021,95.0,47.5,31.28,-24.82,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00022,77.425,29.924999999999997,30.76,-47.8,0.0,17.875,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00026,107.35,47.5,92.67,-19.31,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00027,95.0,47.5,59.21,-37.27,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00028,154.85,59.849999999999994,103.04,0.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00031,107.35,47.5,40.58,-30.62,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00037,95.0,47.5,28.0,-27.6,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00048,142.5,47.5,73.74,-5.22,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00095,95.0,47.5,22.87,-31.72,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00096,152.0,76.0,69.44,0.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00124,107.35,47.5,61.93,-30.96,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00135,107.35,47.5,84.4,-59.9,0.0,12.399999999999999,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00141,95.0,47.5,40.34,-37.96,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00146,76.0,38.0,25.9,-29.1,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00147,95.0,47.5,51.19,0.95,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00162,38.0,19.0,19.4,-39.5,0.0,20.5,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00164,59.849999999999994,29.924999999999997,39.34,-31.95,0.0,2.025000000000002,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00005,110,BDZ-00172,95.0,47.5,34.83,-23.24,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,35,BDZ-00271,,,,,,,,,,,,,missing_station_static_extrema
QX-00007,110,BDZ-00004,95.0,47.5,36.77,-3.3,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00012,119.69999999999999,59.849999999999994,34.64,-32.21,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00013,107.35,47.5,61.2,-9.01,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00023,152.0,76.0,89.84,12.46,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00024,135.85,59.849999999999994,83.17,11.27,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00036,76.0,38.0,65.57,8.8,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00042,152.0,76.0,73.01,9.42,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00051,95.0,47.5,54.57,7.1,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00053,119.69999999999999,59.849999999999994,74.32,0.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00062,119.69999999999999,59.849999999999994,48.29,6.03,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00065,152.0,76.0,73.08,10.72,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00074,107.35,47.5,62.57,-12.69,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00076,95.0,47.5,28.23,4.75,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00085,119.69999999999999,59.849999999999994,92.4,-9.11,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00092,95.0,47.5,10.68,-6.4,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00094,107.35,47.5,55.8,5.87,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00102,95.0,47.5,18.56,2.04,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00103,95.0,47.5,56.34,8.1,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00106,95.0,47.5,9.32,0.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00110,190.0,95.0,33.11,4.11,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00114,167.2,107.35,95.29,-9.69,0.0,0.0,False,False,0.95,0.8,unknown,3.0,station_operation_mode_aligned
QX-00007,110,BDZ-00115,95.0,47.5,63.56,2.24,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00137,95.0,47.5,84.78,6.9,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00139,95.0,47.5,79.56,11.57,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00148,152.0,76.0,89.03,13.26,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00151,135.85,59.849999999999994,110.71,20.48,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00154,107.35,47.5,16.89,2.02,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00155,95.0,47.5,47.71,5.98,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00156,119.69999999999999,59.849999999999994,79.93,10.92,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00007,110,BDZ-00175,142.5,47.5,38.99,6.03,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,35,BDZ-00257,15.485,5.985,7.763,0.56,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,35,BDZ-00269,38.0,19.0,18.39,-6.35,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,35,BDZ-00292,19.0,9.5,10.42,-0.11,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,35,BDZ-00293,38.0,19.0,27.39,-19.84,0.0,0.8399999999999999,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,35,BDZ-00301,26.599999999999998,7.6,27.25,-18.32,0.6500000000000021,10.72,True,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,35,BDZ-00320,19.0,9.5,13.12,-10.78,0.0,1.2799999999999994,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00003,95.0,47.5,11.3,-15.8,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00030,95.0,47.5,52.68,-3.76,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00038,95.0,47.5,38.26,-11.49,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00043,59.849999999999994,29.924999999999997,39.93,-35.36,0.0,5.435000000000002,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00045,95.0,47.5,45.76,-51.05,0.0,3.549999999999997,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00063,95.0,47.5,13.6,-27.25,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00066,95.0,47.5,0.0,0.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00067,95.0,47.5,15.93,-14.58,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00070,95.0,47.5,82.87,7.78,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00073,95.0,47.5,38.41,-19.93,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00081,59.849999999999994,29.924999999999997,33.25,-33.46,0.0,3.5350000000000037,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00100,123.5,47.5,80.35,7.17,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00104,77.425,29.924999999999997,45.12,-0.63,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00107,95.0,47.5,42.88,5.9,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00121,85.5,38.0,42.18,-28.91,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00125,152.0,76.0,122.82,22.3,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00138,95.0,47.5,34.42,2.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00166,95.0,47.5,62.62,3.75,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00008,110,BDZ-00170,66.5,19.0,27.07,0.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,35,BDZ-00253,38.0,19.0,12.55,-11.93,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,35,BDZ-00259,38.0,19.0,22.7,-9.59,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,35,BDZ-00266,38.0,19.0,20.17,-3.22,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,35,BDZ-00277,38.0,19.0,11.58,-5.75,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,35,BDZ-00281,13.585,5.985,9.12,-2.22,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,35,BDZ-00284,28.5,9.5,5.57,-0.23,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,35,BDZ-00303,38.0,19.0,15.8,-18.82,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,35,BDZ-00310,28.5,9.5,15.85,-6.96,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00014,95.0,47.5,,,,,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00020,107.35,47.5,55.32,-27.63,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00040,119.69999999999999,59.849999999999994,57.29,-28.89,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00055,77.425,29.924999999999997,39.78,-57.93,0.0,28.005000000000003,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00057,142.5,47.5,75.63,-13.04,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00068,95.0,47.5,59.34,-1.99,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00069,107.35,47.5,55.35,-18.64,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00077,95.0,47.5,43.0,-1.45,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00084,59.849999999999994,29.924999999999997,41.3,-3.4,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00086,95.0,47.5,67.63,-10.43,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00087,59.849999999999994,29.924999999999997,30.08,0.49,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00091,107.35,47.5,70.23,7.74,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00127,95.0,47.5,48.16,-9.14,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00128,95.0,47.5,17.62,-23.55,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00129,76.0,38.0,18.52,-5.21,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00134,77.425,29.924999999999997,37.9,-9.9,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00150,95.0,47.5,51.63,4.0,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00159,38.0,19.0,30.28,-21.65,0.0,2.6499999999999986,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00176,107.35,47.5,66.11,-24.73,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00178,95.0,47.5,52.0,-15.4,0.0,0.0,False,False,0.95,0.8,unknown,2.0,station_operation_mode_aligned
QX-00009,110,BDZ-00180,38.0,19.0,27.9,-26.16,0.0,7.16,False,True,0.95,0.8,unknown,2.0,station_operation_mode_aligned
